,CURR_TYPE,DATES,RATES
3605,INR,2014-09-19,55.411
3606,GBP,2014-09-19,0.55745
3607,EUR,2014-09-19,0.70877
3608,USD,2014-09-19,0.91091
3609,INR,2014-09-19,55.411
3610,GBP,2014-09-19,0.55745
3611,EUR,2014-09-19,0.70877
3612,USD,2014-09-19,0.91091
3613,INR,2014-09-19,55.411
3614,GBP,2014-09-19,0.55745
3615,EUR,2014-09-19,0.70877
3616,USD,2014-09-18,0.9091
3617,INR,2014-09-18,55.494
3618,GBP,2014-09-18,0.55675
3619,EUR,2014-09-18,0.70626
3620,USD,2014-09-17,0.91124
3621,INR,2014-09-17,55.512
3622,GBP,2014-09-17,0.55817
3623,EUR,2014-09-17,0.70333
3624,USD,2014-09-16,0.90571
3625,INR,2014-09-16,55.317
3626,GBP,2014-09-16,0.559
3627,EUR,2014-09-16,0.69945
3628,USD,2014-09-15,0.90205
3629,INR,2014-09-15,55.139
3630,GBP,2014-09-15,0.5554
3631,EUR,2014-09-15,0.69867
3632,USD,2014-09-12,0.90427
3633,INR,2014-09-12,54.963
3634,GBP,2014-09-12,0.55706
3635,EUR,2014-09-12,0.6993
3636,USD,2014-09-12,0.90427
3637,INR,2014-09-12,54.963
3638,GBP,2014-09-12,0.55706
3639,EUR,2014-09-12,0.6993
3640,USD,2014-09-12,0.90427
3641,INR,2014-09-12,54.963
3642,GBP,2014-09-12,0.55706
3643,EUR,2014-09-12,0.6993
3644,USD,2014-09-11,0.90812
3645,INR,2014-09-11,55.355
3646,GBP,2014-09-11,0.55901
3647,EUR,2014-09-11,0.70244
3648,USD,2014-09-10,0.90966
3649,INR,2014-09-10,55.449
3650,GBP,2014-09-10,0.56374
3651,EUR,2014-09-10,0.70358
3652,USD,2014-09-09,0.91097
3653,INR,2014-09-09,55.209
3654,GBP,2014-09-09,0.56521
3655,EUR,2014-09-09,0.70607
3656,USD,2014-09-08,0.91699
3657,INR,2014-09-08,55.248
3658,GBP,2014-09-08,0.56828
3659,EUR,2014-09-08,0.70827
3660,USD,2014-09-05,0.91928
3661,INR,2014-09-05,55.53
3662,GBP,2014-09-05,0.56411
3663,EUR,2014-09-05,0.70998
3664,USD,2014-09-05,0.91928
3665,INR,2014-09-05,55.53
3666,GBP,2014-09-05,0.56411
3667,EUR,2014-09-05,0.70998
3668,USD,2014-09-05,0.91928
3669,INR,2014-09-05,55.53
3670,GBP,2014-09-05,0.56411
3671,EUR,2014-09-05,0.70998
3672,USD,2014-09-04,0.91914
3673,INR,2014-09-04,55.381
3674,GBP,2014-09-04,0.56017
3675,EUR,2014-09-04,0.70621
3676,USD,2014-09-03,0.91734
3677,INR,2014-09-03,55.421
3678,GBP,2014-09-03,0.55702
3679,EUR,2014-09-03,0.69754
3680,USD,2014-09-02,0.91668
3681,INR,2014-09-02,55.634
3682,GBP,2014-09-02,0.55448
3683,EUR,2014-09-02,0.69896
3684,USD,2014-09-01,0.92058
3685,INR,2014-09-01,55.728
3686,GBP,2014-09-01,0.55394
3687,EUR,2014-09-01,0.70097
3688,USD,2014-08-29,0.92134
3689,INR,2014-08-29,55.757
3690,GBP,2014-08-29,0.55561
3691,EUR,2014-08-29,0.69862
3692,USD,2014-08-29,0.92134
3693,INR,2014-08-29,55.757
3694,GBP,2014-08-29,0.55561
3695,EUR,2014-08-29,0.69862
3696,USD,2014-08-29,0.92134
3697,INR,2014-08-29,55.757
3698,GBP,2014-08-29,0.55561
3699,EUR,2014-08-29,0.69862
3700,USD,2014-08-28,0.92218
3701,INR,2014-08-28,55.912
3702,GBP,2014-08-28,0.55598
3703,EUR,2014-08-28,0.69979
3704,USD,2014-08-27,0.91685
3705,INR,2014-08-27,55.424
3706,GBP,2014-08-27,0.55246
3707,EUR,2014-08-27,0.6958
3708,USD,2014-08-26,0.91199
3709,INR,2014-08-26,55.19
3710,GBP,2014-08-26,0.55033
3711,EUR,2014-08-26,0.69132
3712,USD,2014-08-25,0.91305
3713,INR,2014-08-25,55.29
3714,GBP,2014-08-25,0.55037
3715,EUR,2014-08-25,0.69171
3716,USD,2014-08-22,0.91264
3717,INR,2014-08-22,55.235
3718,GBP,2014-08-22,0.55053
3719,EUR,2014-08-22,0.6879
3720,USD,2014-08-22,0.91264
3721,INR,2014-08-22,55.235
3722,GBP,2014-08-22,0.55053
3723,EUR,2014-08-22,0.6879
3724,USD,2014-08-22,0.91264
3725,INR,2014-08-22,55.235
3726,GBP,2014-08-22,0.55053
3727,EUR,2014-08-22,0.6879
3728,USD,2014-08-21,0.9121
3729,INR,2014-08-21,55.338
3730,GBP,2014-08-21,0.54969
3731,EUR,2014-08-21,0.68776
3732,USD,2014-08-20,0.91305
3733,INR,2014-08-20,55.43
3734,GBP,2014-08-20,0.54856
3735,EUR,2014-08-20,0.68733
3736,USD,2014-08-19,0.91667
3737,INR,2014-08-19,55.672
3738,GBP,2014-08-19,0.55097
3739,EUR,2014-08-19,0.68644
3740,USD,2014-08-18,0.91923
3741,INR,2014-08-18,55.934
3742,GBP,2014-08-18,0.54963
3743,EUR,2014-08-18,0.68686
3744,USD,2014-08-15,0.91743
3745,INR,2014-08-15,55.84
3746,GBP,2014-08-15,0.54968
3747,EUR,2014-08-15,0.68526
3748,USD,2014-08-15,0.91743
3749,INR,2014-08-15,55.84
3750,GBP,2014-08-15,0.54968
3751,EUR,2014-08-15,0.68526
3752,USD,2014-08-15,0.91743
3753,INR,2014-08-15,55.84
3754,GBP,2014-08-15,0.54968
3755,EUR,2014-08-15,0.68526
3756,USD,2014-08-14,0.91816
3757,INR,2014-08-14,55.854
3758,GBP,2014-08-14,0.55036
3759,EUR,2014-08-14,0.68658
3760,USD,2014-08-13,0.91551
3761,INR,2014-08-13,56.075
3762,GBP,2014-08-13,0.548
3763,EUR,2014-08-13,0.68526
3764,USD,2014-08-12,0.91323
3765,INR,2014-08-12,55.981
3766,GBP,2014-08-12,0.54434
3767,EUR,2014-08-12,0.68428
3768,USD,2014-08-11,0.91291
3769,INR,2014-08-11,55.811
3770,GBP,2014-08-11,0.54395
3771,EUR,2014-08-11,0.68199
3772,USD,2014-08-08,0.91611
3773,INR,2014-08-08,56.057
3774,GBP,2014-08-08,0.54516
3775,EUR,2014-08-08,0.68428
3776,USD,2014-08-08,0.91611
3777,INR,2014-08-08,56.057
3778,GBP,2014-08-08,0.54516
3779,EUR,2014-08-08,0.68428
3780,USD,2014-08-08,0.91611
3781,INR,2014-08-08,56.057
3782,GBP,2014-08-08,0.54516
3783,EUR,2014-08-08,0.68428
3784,USD,2014-08-07,0.91468
3785,INR,2014-08-07,56.008
3786,GBP,2014-08-07,0.54328
3787,EUR,2014-08-07,0.68423
3788,USD,2014-08-06,0.91136
3789,INR,2014-08-06,56.03
3790,GBP,2014-08-06,0.54145
3791,EUR,2014-08-06,0.68292
3792,USD,2014-08-05,0.91314
3793,INR,2014-08-05,55.592
3794,GBP,2014-08-05,0.54173
3795,EUR,2014-08-05,0.68236
3796,USD,2014-08-04,0.91555
3797,INR,2014-08-04,55.789
3798,GBP,2014-08-04,0.54379
3799,EUR,2014-08-04,0.68213
3800,USD,2014-08-01,0.91527
3801,INR,2014-08-01,56.047
3802,GBP,2014-08-01,0.54397
3803,EUR,2014-08-01,0.68329
3804,USD,2014-08-01,0.91527
3805,INR,2014-08-01,56.047
3806,GBP,2014-08-01,0.54397
3807,EUR,2014-08-01,0.68329
3808,USD,2014-08-01,0.91527
3809,INR,2014-08-01,56.047
3810,GBP,2014-08-01,0.54397
3811,EUR,2014-08-01,0.68329
3812,USD,2014-07-31,0.91574
3813,INR,2014-07-31,55.453
3814,GBP,2014-07-31,0.54264
3815,EUR,2014-07-31,0.68446
3816,USD,2014-07-30,0.91964
3817,INR,2014-07-30,55.261
3818,GBP,2014-07-30,0.5433
3819,EUR,2014-07-30,0.68625
3820,USD,2014-07-29,0.92429
3821,INR,2014-07-29,55.616
3822,GBP,2014-07-29,0.54539
3823,EUR,2014-07-29,0.68828
3824,USD,2014-07-28,0.92514
3825,INR,2014-07-28,55.565
3826,GBP,2014-07-28,0.54446
3827,EUR,2014-07-28,0.68871
3828,USD,2014-07-25,0.92869
3829,INR,2014-07-25,55.81
3830,GBP,2014-07-25,0.54668
3831,EUR,2014-07-25,0.69099
3832,USD,2014-07-25,0.92869
3833,INR,2014-07-25,55.81
3834,GBP,2014-07-25,0.54668
3835,EUR,2014-07-25,0.69099
3836,USD,2014-07-25,0.92869
3837,INR,2014-07-25,55.81
3838,GBP,2014-07-25,0.54668
3839,EUR,2014-07-25,0.69099
3840,USD,2014-07-24,0.93238
3841,INR,2014-07-24,56.064
3842,GBP,2014-07-24,0.54824
3843,EUR,2014-07-24,0.69209
3844,USD,2014-07-23,0.93274
3845,INR,2014-07-23,56.011
3846,GBP,2014-07-23,0.5478
3847,EUR,2014-07-23,0.69271
3848,USD,2014-07-22,0.9296
3849,INR,2014-07-22,55.981
3850,GBP,2014-07-22,0.5451
3851,EUR,2014-07-22,0.68956
3852,USD,2014-07-21,0.93074
3853,INR,2014-07-21,56.128
3854,GBP,2014-07-21,0.54496
3855,EUR,2014-07-21,0.68852
3856,USD,2014-07-18,0.93064
3857,INR,2014-07-18,56.155
3858,GBP,2014-07-18,0.54466
3859,EUR,2014-07-18,0.68809
3860,USD,2014-07-18,0.93064
3861,INR,2014-07-18,56.155
3862,GBP,2014-07-18,0.54466
3863,EUR,2014-07-18,0.68809
3864,USD,2014-07-18,0.93064
3865,INR,2014-07-18,56.155
3866,GBP,2014-07-18,0.54466
3867,EUR,2014-07-18,0.68809
3868,USD,2014-07-17,0.93038
3869,INR,2014-07-17,55.983
3870,GBP,2014-07-17,0.54406
3871,EUR,2014-07-17,0.6879
3872,USD,2014-07-16,0.92914
3873,INR,2014-07-16,55.823
3874,GBP,2014-07-16,0.54264
3875,EUR,2014-07-16,0.68662
3876,USD,2014-07-15,0.9317
3877,INR,2014-07-15,56.004
3878,GBP,2014-07-15,0.54281
3879,EUR,2014-07-15,0.68442
3880,USD,2014-07-14,0.93214
3881,INR,2014-07-14,55.975
3882,GBP,2014-07-14,0.54491
3883,EUR,2014-07-14,0.68404
3884,USD,2014-07-11,0.93979
3885,INR,2014-07-11,56.387
3886,GBP,2014-07-11,0.54894
3887,EUR,2014-07-11,0.69128
3888,USD,2014-07-11,0.93979
3889,INR,2014-07-11,56.387
3890,GBP,2014-07-11,0.54894
3891,EUR,2014-07-11,0.69128
3892,USD,2014-07-11,0.93979
3893,INR,2014-07-11,56.387
3894,GBP,2014-07-11,0.54894
3895,EUR,2014-07-11,0.69128
3896,USD,2014-07-10,0.93724
3897,INR,2014-07-10,56.427
3898,GBP,2014-07-10,0.54774
3899,EUR,2014-07-10,0.68894
3900,USD,2014-07-09,0.93775
3901,INR,2014-07-09,56.044
3902,GBP,2014-07-09,0.54843
3903,EUR,2014-07-09,0.68937
3904,USD,2014-07-08,0.93666
3905,INR,2014-07-08,56.006
3906,GBP,2014-07-08,0.54718
3907,EUR,2014-07-08,0.68927
3908,USD,2014-07-07,0.93958
3909,INR,2014-07-07,56.392
3910,GBP,2014-07-07,0.54877
3911,EUR,2014-07-07,0.69128
3912,USD,2014-07-04,0.94028
3913,INR,2014-07-04,56.168
3914,GBP,2014-07-04,0.54847
3915,EUR,2014-07-04,0.69199
3916,USD,2014-07-04,0.94028
3917,INR,2014-07-04,56.168
3918,GBP,2014-07-04,0.54847
3919,EUR,2014-07-04,0.69199
3920,USD,2014-07-04,0.94028
3921,INR,2014-07-04,56.168
3922,GBP,2014-07-04,0.54847
3923,EUR,2014-07-04,0.69199
3924,USD,2014-07-03,0.93916
3925,INR,2014-07-03,56.017
3926,GBP,2014-07-03,0.54818
3927,EUR,2014-07-03,0.68823
3928,USD,2014-07-02,0.93953
3929,INR,2014-07-02,55.953
3930,GBP,2014-07-02,0.54751
3931,EUR,2014-07-02,0.68799
3932,USD,2014-07-01,0.93837
3933,INR,2014-07-01,56.373
3934,GBP,2014-07-01,0.54713
3935,EUR,2014-07-01,0.68554
3936,USD,2014-06-30,0.93618
3937,INR,2014-06-30,56.345
3938,GBP,2014-06-30,0.54939
3939,EUR,2014-06-30,0.68545
3940,USD,2014-06-27,0.9357
3941,INR,2014-06-27,56.24
3942,GBP,2014-06-27,0.54936
3943,EUR,2014-06-27,0.687
3944,USD,2014-06-27,0.9357
3945,INR,2014-06-27,56.24
3946,GBP,2014-06-27,0.54936
3947,EUR,2014-06-27,0.687
3948,USD,2014-06-27,0.9357
3949,INR,2014-06-27,56.24
3950,GBP,2014-06-27,0.54936
3951,EUR,2014-06-27,0.687
3952,USD,2014-06-26,0.93339
3953,INR,2014-06-26,56.171
3954,GBP,2014-06-26,0.54819
3955,EUR,2014-06-26,0.68601
3956,USD,2014-06-25,0.93126
3957,INR,2014-06-25,55.999
3958,GBP,2014-06-25,0.54873
3959,EUR,2014-06-25,0.68399
3960,USD,2014-06-24,0.93178
3961,INR,2014-06-24,56.018
3962,GBP,2014-06-24,0.54841
3963,EUR,2014-06-24,0.68423
3964,USD,2014-06-23,0.93162
3965,INR,2014-06-23,56.042
3966,GBP,2014-06-23,0.54776
3967,EUR,2014-06-23,0.68521
3968,USD,2014-06-20,0.92473
3969,INR,2014-06-20,55.663
3970,GBP,2014-06-20,0.54274
3971,EUR,2014-06-20,0.68055
3972,USD,2014-06-20,0.92473
3973,INR,2014-06-20,55.663
3974,GBP,2014-06-20,0.54274
3975,EUR,2014-06-20,0.68055
3976,USD,2014-06-20,0.92473
3977,INR,2014-06-20,55.663
3978,GBP,2014-06-20,0.54274
3979,EUR,2014-06-20,0.68055
3980,USD,2014-06-19,0.92345
3981,INR,2014-06-19,55.44
3982,GBP,2014-06-19,0.54231
3983,EUR,2014-06-19,0.67801
3984,USD,2014-06-18,0.92002
3985,INR,2014-06-18,55.505
3986,GBP,2014-06-18,0.54301
3987,EUR,2014-06-18,0.67833
3988,USD,2014-06-17,0.92036
3989,INR,2014-06-17,55.341
3990,GBP,2014-06-17,0.54226
3991,EUR,2014-06-17,0.67833
3992,USD,2014-06-16,0.91904
3993,INR,2014-06-16,55.299
3994,GBP,2014-06-16,0.54156
3995,EUR,2014-06-16,0.67916
3996,USD,2014-06-13,0.92175
3997,INR,2014-06-13,55.107
3998,GBP,2014-06-13,0.54342
3999,EUR,2014-06-13,0.68106
4000,USD,2014-06-13,0.92175
4001,INR,2014-06-13,55.107
4002,GBP,2014-06-13,0.54342
4003,EUR,2014-06-13,0.68106
4004,USD,2014-06-13,0.92175
4005,INR,2014-06-13,55.107
4006,GBP,2014-06-13,0.54342
4007,EUR,2014-06-13,0.68106
4008,USD,2014-06-12,0.9209
4009,INR,2014-06-12,54.466
4010,GBP,2014-06-12,0.54724
4011,EUR,2014-06-12,0.68074
4012,USD,2014-06-11,0.9185
4013,INR,2014-06-11,54.482
4014,GBP,2014-06-11,0.54716
4015,EUR,2014-06-11,0.67801
4016,USD,2014-06-10,0.91633
4017,INR,2014-06-10,54.259
4018,GBP,2014-06-10,0.5462
4019,EUR,2014-06-10,0.67641
4020,USD,2014-06-09,0.91569
4021,INR,2014-06-09,54.105
4022,GBP,2014-06-09,0.54495
4023,EUR,2014-06-09,0.6729
4024,USD,2014-06-06,0.91545
4025,INR,2014-06-06,54.179
4026,GBP,2014-06-06,0.54409
4027,EUR,2014-06-06,0.67105
4028,USD,2014-06-06,0.91545
4029,INR,2014-06-06,54.179
4030,GBP,2014-06-06,0.54409
4031,EUR,2014-06-06,0.67105
4032,USD,2014-06-06,0.91545
4033,INR,2014-06-06,54.179
4034,GBP,2014-06-06,0.54409
4035,EUR,2014-06-06,0.67105
4036,USD,2014-06-05,0.9141
4037,INR,2014-06-05,54.107
4038,GBP,2014-06-05,0.54595
4039,EUR,2014-06-05,0.67376
4040,USD,2014-06-04,0.91499
4041,INR,2014-06-04,54.325
4042,GBP,2014-06-04,0.54589
4043,EUR,2014-06-04,0.67146
4044,USD,2014-06-03,0.91651
4045,INR,2014-06-03,54.449
4046,GBP,2014-06-03,0.54722
4047,EUR,2014-06-03,0.67168
4048,USD,2014-06-02,0.92053
4049,INR,2014-06-02,54.456
4050,GBP,2014-06-02,0.54978
4051,EUR,2014-06-02,0.67632
4052,USD,2014-05-30,0.92282
4053,INR,2014-05-30,54.528
4054,GBP,2014-05-30,0.55144
4055,EUR,2014-05-30,0.6782
4056,USD,2014-05-30,0.92282
4057,INR,2014-05-30,54.528
4058,GBP,2014-05-30,0.55144
4059,EUR,2014-05-30,0.6782
4060,USD,2014-05-30,0.92282
4061,INR,2014-05-30,54.528
4062,GBP,2014-05-30,0.55144
4063,EUR,2014-05-30,0.6782
4064,USD,2014-05-29,0.92135
4065,INR,2014-05-29,54.336
4066,GBP,2014-05-29,0.55131
4067,EUR,2014-05-29,0.67686
4068,USD,2014-05-28,0.92064
4069,INR,2014-05-28,54.251
4070,GBP,2014-05-28,0.54969
4071,EUR,2014-05-28,0.67654
4072,USD,2014-05-27,0.92174
4073,INR,2014-05-27,54.235
4074,GBP,2014-05-27,0.54812
4075,EUR,2014-05-27,0.67586
4076,USD,2014-05-26,0.92054
4077,INR,2014-05-26,54.049
4078,GBP,2014-05-26,0.54679
4079,EUR,2014-05-26,0.67513
4080,USD,2014-05-23,0.91735
4081,INR,2014-05-23,53.673
4082,GBP,2014-05-23,0.54472
4083,EUR,2014-05-23,0.67304
4084,USD,2014-05-23,0.91735
4085,INR,2014-05-23,53.673
4086,GBP,2014-05-23,0.54472
4087,EUR,2014-05-23,0.67304
4088,USD,2014-05-23,0.91735
4089,INR,2014-05-23,53.673
4090,GBP,2014-05-23,0.54472
4091,EUR,2014-05-23,0.67304
4092,USD,2014-05-22,0.91639
4093,INR,2014-05-22,53.572
4094,GBP,2014-05-22,0.54335
4095,EUR,2014-05-22,0.67047
4096,USD,2014-05-21,0.91736
4097,INR,2014-05-21,53.923
4098,GBP,2014-05-21,0.54293
4099,EUR,2014-05-21,0.67078
4100,USD,2014-05-20,0.9183
4101,INR,2014-05-20,53.849
4102,GBP,2014-05-20,0.54554
4103,EUR,2014-05-20,0.6702
4104,USD,2014-05-19,0.92022
4105,INR,2014-05-19,53.811
4106,GBP,2014-05-19,0.54656
4107,EUR,2014-05-19,0.67096
4108,USD,2014-05-16,0.91938
4109,INR,2014-05-16,54.166
4110,GBP,2014-05-16,0.54696
4111,EUR,2014-05-16,0.67128
4112,USD,2014-05-16,0.91938
4113,INR,2014-05-16,54.166
4114,GBP,2014-05-16,0.54696
4115,EUR,2014-05-16,0.67128
4116,USD,2014-05-16,0.91938
4117,INR,2014-05-16,54.166
4118,GBP,2014-05-16,0.54696
4119,EUR,2014-05-16,0.67128
4120,USD,2014-05-15,0.92011
4121,INR,2014-05-15,54.553
4122,GBP,2014-05-15,0.54914
4123,EUR,2014-05-15,0.67363
4124,USD,2014-05-14,0.91717
4125,INR,2014-05-14,54.54
4126,GBP,2014-05-14,0.54666
4127,EUR,2014-05-14,0.66854
4128,USD,2014-05-13,0.91751
4129,INR,2014-05-13,54.705
4130,GBP,2014-05-13,0.54499
4131,EUR,2014-05-13,0.66957
4132,USD,2014-05-12,0.91914
4133,INR,2014-05-12,55.194
4134,GBP,2014-05-12,0.5443
4135,EUR,2014-05-12,0.66774
4136,USD,2014-05-09,0.92335
4137,INR,2014-05-09,55.424
4138,GBP,2014-05-09,0.54757
4139,EUR,2014-05-09,0.67002
4140,USD,2014-05-09,0.92335
4141,INR,2014-05-09,55.424
4142,GBP,2014-05-09,0.54757
4143,EUR,2014-05-09,0.67002
4144,USD,2014-05-09,0.92335
4145,INR,2014-05-09,55.424
4146,GBP,2014-05-09,0.54757
4147,EUR,2014-05-09,0.67002
4148,USD,2014-05-08,0.91947
4149,INR,2014-05-08,55.116
4150,GBP,2014-05-08,0.54254
4151,EUR,2014-05-08,0.65898
4152,USD,2014-05-07,0.91843
4153,INR,2014-05-07,55.165
4154,GBP,2014-05-07,0.54122
4155,EUR,2014-05-07,0.65946
4156,USD,2014-05-06,0.91551
4157,INR,2014-05-06,55.02
4158,GBP,2014-05-06,0.5391
4159,EUR,2014-05-06,0.65651
4160,USD,2014-05-05,0.91025
4161,INR,2014-05-05,54.704
4162,GBP,2014-05-05,0.53991
4163,EUR,2014-05-05,0.65608
4164,USD,2014-05-02,0.91197
4165,INR,2014-05-02,54.932
4166,GBP,2014-05-02,0.54039
4167,EUR,2014-05-02,0.65789
4168,USD,2014-05-02,0.91197
4169,INR,2014-05-02,54.932
4170,GBP,2014-05-02,0.54039
4171,EUR,2014-05-02,0.65789
4172,USD,2014-05-02,0.91197
4173,INR,2014-05-02,54.932
4174,GBP,2014-05-02,0.54039
4175,EUR,2014-05-02,0.65789
4176,USD,2014-04-30,0.91172
4177,INR,2014-04-30,54.922
4178,GBP,2014-04-30,0.54177
4179,EUR,2014-04-30,0.65828
4180,USD,2014-04-30,0.91172
4181,INR,2014-04-30,54.922
4182,GBP,2014-04-30,0.54177
4183,EUR,2014-04-30,0.65828
4184,USD,2014-04-29,0.91158
4185,INR,2014-04-29,55.083
4186,GBP,2014-04-29,0.5421
4187,EUR,2014-04-29,0.65933
4188,USD,2014-04-28,0.90713
4189,INR,2014-04-28,54.999
4190,GBP,2014-04-28,0.53848
4191,EUR,2014-04-28,0.65445
4192,USD,2014-04-25,0.90761
4193,INR,2014-04-25,55.087
4194,GBP,2014-04-25,0.53996
4195,EUR,2014-04-25,0.65621
4196,USD,2014-04-25,0.90761
4197,INR,2014-04-25,55.087
4198,GBP,2014-04-25,0.53996
4199,EUR,2014-04-25,0.65621
4200,USD,2014-04-25,0.90761
4201,INR,2014-04-25,55.087
4202,GBP,2014-04-25,0.53996
4203,EUR,2014-04-25,0.65621
4204,USD,2014-04-24,0.907
4205,INR,2014-04-24,55.405
4206,GBP,2014-04-24,0.54013
4207,EUR,2014-04-24,0.6563
4208,USD,2014-04-23,0.90721
4209,INR,2014-04-23,55.462
4210,GBP,2014-04-23,0.5403
4211,EUR,2014-04-23,0.65578
4212,USD,2014-04-22,0.90794
4213,INR,2014-04-22,55.175
4214,GBP,2014-04-22,0.53916
4215,EUR,2014-04-22,0.65712
4216,USD,2014-04-17,0.90835
4217,INR,2014-04-17,54.797
4218,GBP,2014-04-17,0.54042
4219,EUR,2014-04-17,0.65561
4220,USD,2014-04-17,0.90835
4221,INR,2014-04-17,54.797
4222,GBP,2014-04-17,0.54042
4223,EUR,2014-04-17,0.65561
4224,USD,2014-04-17,0.90835
4225,INR,2014-04-17,54.797
4226,GBP,2014-04-17,0.54042
4227,EUR,2014-04-17,0.65561
4228,USD,2014-04-17,0.90835
4229,INR,2014-04-17,54.797
4230,GBP,2014-04-17,0.54042
4231,EUR,2014-04-17,0.65561
4232,USD,2014-04-17,0.90835
4233,INR,2014-04-17,54.797
4234,GBP,2014-04-17,0.54042
4235,EUR,2014-04-17,0.65561
4236,USD,2014-04-16,0.91053
4237,INR,2014-04-16,54.95
4238,GBP,2014-04-16,0.54204
4239,EUR,2014-04-16,0.65789
4240,USD,2014-04-15,0.90983
4241,INR,2014-04-15,54.801
4242,GBP,2014-04-15,0.54387
4243,EUR,2014-04-15,0.65915
4244,USD,2014-04-14,0.91189
4245,INR,2014-04-14,54.874
4246,GBP,2014-04-14,0.54567
4247,EUR,2014-04-14,0.6595
4248,USD,2014-04-11,0.91167
4249,INR,2014-04-11,54.861
4250,GBP,2014-04-11,0.54489
4251,EUR,2014-04-11,0.6572
4252,USD,2014-04-11,0.91167
4253,INR,2014-04-11,54.861
4254,GBP,2014-04-11,0.54489
4255,EUR,2014-04-11,0.6572
4256,USD,2014-04-11,0.91167
4257,INR,2014-04-11,54.861
4258,GBP,2014-04-11,0.54489
4259,EUR,2014-04-11,0.6572
4260,USD,2014-04-10,0.91725
4261,INR,2014-04-10,55.178
4262,GBP,2014-04-10,0.54716
4263,EUR,2014-04-10,0.66146
4264,USD,2014-04-09,0.9146
4265,INR,2014-04-09,54.999
4266,GBP,2014-04-09,0.54618
4267,EUR,2014-04-09,0.66304
4268,USD,2014-04-08,0.91491
4269,INR,2014-04-08,55.009
4270,GBP,2014-04-08,0.54746
4271,EUR,2014-04-08,0.66423
4272,USD,2014-04-07,0.90977
4273,INR,2014-04-07,54.761
4274,GBP,2014-04-07,0.54833
4275,EUR,2014-04-07,0.66295
4276,USD,2014-04-04,0.90728
4277,INR,2014-04-04,54.616
4278,GBP,2014-04-04,0.54748
4279,EUR,2014-04-04,0.66225
4280,USD,2014-04-04,0.90728
4281,INR,2014-04-04,54.616
4282,GBP,2014-04-04,0.54748
4283,EUR,2014-04-04,0.66225
4284,USD,2014-04-04,0.90728
4285,INR,2014-04-04,54.616
4286,GBP,2014-04-04,0.54748
4287,EUR,2014-04-04,0.66225
4288,USD,2014-04-03,0.90766
4289,INR,2014-04-03,54.618
4290,GBP,2014-04-03,0.54686
4291,EUR,2014-04-03,0.65911
4292,USD,2014-04-02,0.9081
4293,INR,2014-04-02,54.361
4294,GBP,2014-04-02,0.54506
4295,EUR,2014-04-02,0.65828
4296,USD,2014-04-01,0.9048
4297,INR,2014-04-01,54.258
4298,GBP,2014-04-01,0.54406
4299,EUR,2014-04-01,0.65612
4300,USD,2014-03-31,0.90562
4301,INR,2014-03-31,54.238
4302,GBP,2014-03-31,0.54397
4303,EUR,2014-03-31,0.65681
4304,USD,2014-03-28,0.90597
4305,INR,2014-03-28,54.635
4306,GBP,2014-03-28,0.54468
4307,EUR,2014-03-28,0.65846
4308,USD,2014-03-28,0.90597
4309,INR,2014-03-28,54.635
4310,GBP,2014-03-28,0.54468
4311,EUR,2014-03-28,0.65846
4312,USD,2014-03-28,0.90597
4313,INR,2014-03-28,54.635
4314,GBP,2014-03-28,0.54468
4315,EUR,2014-03-28,0.65846
4316,USD,2014-03-27,0.90145
4317,INR,2014-03-27,54.395
4318,GBP,2014-03-27,0.54233
4319,EUR,2014-03-27,0.65522
4320,USD,2014-03-26,0.89564
4321,INR,2014-03-26,53.828
4322,GBP,2014-03-26,0.54137
4323,EUR,2014-03-26,0.64943
4324,USD,2014-03-25,0.89463
4325,INR,2014-03-25,54.08
4326,GBP,2014-03-25,0.54162
4327,EUR,2014-03-25,0.6488
4328,USD,2014-03-24,0.89164
4329,INR,2014-03-24,54.201
4330,GBP,2014-03-24,0.54078
4331,EUR,2014-03-24,0.64733
4332,USD,2014-03-21,0.89278
4333,INR,2014-03-21,54.393
4334,GBP,2014-03-21,0.54143
4335,EUR,2014-03-21,0.64788
4336,USD,2014-03-21,0.89278
4337,INR,2014-03-21,54.393
4338,GBP,2014-03-21,0.54143
4339,EUR,2014-03-21,0.64788
4340,USD,2014-03-21,0.89278
4341,INR,2014-03-21,54.393
4342,GBP,2014-03-21,0.54143
4343,EUR,2014-03-21,0.64788
4344,USD,2014-03-20,0.88747
4345,INR,2014-03-20,54.431
4346,GBP,2014-03-20,0.53818
4347,EUR,2014-03-20,0.64487
4348,USD,2014-03-19,0.89501
4349,INR,2014-03-19,54.547
4350,GBP,2014-03-19,0.53831
4351,EUR,2014-03-19,0.64329
4352,USD,2014-03-18,0.90537
4353,INR,2014-03-18,55.36
4354,GBP,2014-03-18,0.54595
4355,EUR,2014-03-18,0.65125
4356,USD,2014-03-17,0.9034
4357,INR,2014-03-17,55.373
4358,GBP,2014-03-17,0.54359
4359,EUR,2014-03-17,0.64965
4360,USD,2014-03-14,0.90197
4361,INR,2014-03-14,55.191
4362,GBP,2014-03-14,0.54353
4363,EUR,2014-03-14,0.64965
4364,USD,2014-03-14,0.90197
4365,INR,2014-03-14,55.191
4366,GBP,2014-03-14,0.54353
4367,EUR,2014-03-14,0.64965
4368,USD,2014-03-14,0.90197
4369,INR,2014-03-14,55.191
4370,GBP,2014-03-14,0.54353
