,CURR_TYPE,DATES,RATES
6225,INR,2012-12-05,54.998
6226,GBP,2012-12-05,0.62647
6227,EUR,2012-12-05,0.7716
6228,USD,2012-12-04,1.0061
6229,INR,2012-12-04,55.0
6230,GBP,2012-12-04,0.62422
6231,EUR,2012-12-04,0.76846
6232,USD,2012-12-03,1.0072
6233,INR,2012-12-03,55.17
6234,GBP,2012-12-03,0.62643
6235,EUR,2012-12-03,0.77137
6236,USD,2012-11-30,1.0064
6237,INR,2012-11-30,54.771
6238,GBP,2012-11-30,0.62833
6239,EUR,2012-11-30,0.77495
6240,USD,2012-11-30,1.0064
6241,INR,2012-11-30,54.771
6242,GBP,2012-11-30,0.62833
6243,EUR,2012-11-30,0.77495
6244,USD,2012-11-30,1.0064
6245,INR,2012-11-30,54.771
6246,GBP,2012-11-30,0.62833
6247,EUR,2012-11-30,0.77495
6248,USD,2012-11-29,1.0084
6249,INR,2012-11-29,55.285
6250,GBP,2012-11-29,0.629
6251,EUR,2012-11-29,0.77604
6252,USD,2012-11-28,1.0053
6253,INR,2012-11-28,55.759
6254,GBP,2012-11-28,0.62924
6255,EUR,2012-11-28,0.77985
6256,USD,2012-11-27,1.009
6257,INR,2012-11-27,55.856
6258,GBP,2012-11-27,0.62907
6259,EUR,2012-11-27,0.77845
6260,USD,2012-11-26,1.0062
6261,INR,2012-11-26,55.97
6262,GBP,2012-11-26,0.62865
6263,EUR,2012-11-26,0.77616
6264,USD,2012-11-23,1.0034
6265,INR,2012-11-23,55.725
6266,GBP,2012-11-23,0.62969
6267,EUR,2012-11-23,0.7773
6268,USD,2012-11-23,1.0034
6269,INR,2012-11-23,55.725
6270,GBP,2012-11-23,0.62969
6271,EUR,2012-11-23,0.7773
6272,USD,2012-11-23,1.0034
6273,INR,2012-11-23,55.725
6274,GBP,2012-11-23,0.62969
6275,EUR,2012-11-23,0.7773
6276,USD,2012-11-22,1.004
6277,INR,2012-11-22,55.366
6278,GBP,2012-11-22,0.629
6279,EUR,2012-11-22,0.77876
6280,USD,2012-11-21,1.0024
6281,INR,2012-11-21,55.249
6282,GBP,2012-11-21,0.62917
6283,EUR,2012-11-21,0.78284
6284,USD,2012-11-20,1.0042
6285,INR,2012-11-20,55.328
6286,GBP,2012-11-20,0.63085
6287,EUR,2012-11-20,0.78401
6288,USD,2012-11-19,1.0014
6289,INR,2012-11-19,55.143
6290,GBP,2012-11-19,0.63026
6291,EUR,2012-11-19,0.78468
6292,USD,2012-11-16,0.99937
6293,INR,2012-11-16,55.141
6294,GBP,2012-11-16,0.62922
6295,EUR,2012-11-16,0.78413
6296,USD,2012-11-16,0.99937
6297,INR,2012-11-16,55.141
6298,GBP,2012-11-16,0.62922
6299,EUR,2012-11-16,0.78413
6300,USD,2012-11-16,0.99937
6301,INR,2012-11-16,55.141
6302,GBP,2012-11-16,0.62922
6303,EUR,2012-11-16,0.78413
6304,USD,2012-11-15,0.99797
6305,INR,2012-11-15,54.574
6306,GBP,2012-11-15,0.63014
6307,EUR,2012-11-15,0.78235
6308,USD,2012-11-14,0.99882
6309,INR,2012-11-14,54.745
6310,GBP,2012-11-14,0.62993
6311,EUR,2012-11-14,0.78487
6312,USD,2012-11-13,0.99898
6313,INR,2012-11-13,54.914
6314,GBP,2012-11-13,0.6292
6315,EUR,2012-11-13,0.78684
6316,USD,2012-11-12,1.0008
6317,INR,2012-11-12,54.918
6318,GBP,2012-11-12,0.63026
6319,EUR,2012-11-12,0.78585
6320,USD,2012-11-09,0.99717
6321,INR,2012-11-09,54.63
6322,GBP,2012-11-09,0.62628
6323,EUR,2012-11-09,0.78555
6324,USD,2012-11-09,0.99717
6325,INR,2012-11-09,54.63
6326,GBP,2012-11-09,0.62628
6327,EUR,2012-11-09,0.78555
6328,USD,2012-11-09,0.99717
6329,INR,2012-11-09,54.63
6330,GBP,2012-11-09,0.62628
6331,EUR,2012-11-09,0.78555
6332,USD,2012-11-08,1.0036
6333,INR,2012-11-08,54.562
6334,GBP,2012-11-08,0.6277
6335,EUR,2012-11-08,0.78802
6336,USD,2012-11-07,1.0066
6337,INR,2012-11-07,54.574
6338,GBP,2012-11-07,0.63055
6339,EUR,2012-11-07,0.78976
6340,USD,2012-11-06,1.0061
6341,INR,2012-11-06,54.769
6342,GBP,2012-11-06,0.62958
6343,EUR,2012-11-06,0.78604
6344,USD,2012-11-05,1.0035
6345,INR,2012-11-05,54.801
6346,GBP,2012-11-05,0.62826
6347,EUR,2012-11-05,0.78542
6348,USD,2012-11-02,1.0052
6349,INR,2012-11-02,54.093
6350,GBP,2012-11-02,0.62708
6351,EUR,2012-11-02,0.78229
6352,USD,2012-11-02,1.0052
6353,INR,2012-11-02,54.093
6354,GBP,2012-11-02,0.62708
6355,EUR,2012-11-02,0.78229
6356,USD,2012-11-02,1.0052
6357,INR,2012-11-02,54.093
6358,GBP,2012-11-02,0.62708
6359,EUR,2012-11-02,0.78229
6360,USD,2012-11-01,1.0005
6361,INR,2012-11-01,53.73
6362,GBP,2012-11-01,0.61928
6363,EUR,2012-11-01,0.77107
6364,USD,2012-10-31,0.99908
6365,INR,2012-10-31,53.764
6366,GBP,2012-10-31,0.62011
6367,EUR,2012-10-31,0.76894
6368,USD,2012-10-30,1.0001
6369,INR,2012-10-30,53.97
6370,GBP,2012-10-30,0.62202
6371,EUR,2012-10-30,0.77155
6372,USD,2012-10-29,1.0002
6373,INR,2012-10-29,54.098
6374,GBP,2012-10-29,0.62392
6375,EUR,2012-10-29,0.77549
6376,USD,2012-10-26,1.0033
6377,INR,2012-10-26,53.913
6378,GBP,2012-10-26,0.62277
6379,EUR,2012-10-26,0.7773
6380,USD,2012-10-26,1.0033
6381,INR,2012-10-26,53.913
6382,GBP,2012-10-26,0.62277
6383,EUR,2012-10-26,0.7773
6384,USD,2012-10-26,1.0033
6385,INR,2012-10-26,53.913
6386,GBP,2012-10-26,0.62277
6387,EUR,2012-10-26,0.7773
6388,USD,2012-10-25,1.0085
6389,INR,2012-10-25,54.028
6390,GBP,2012-10-25,0.62473
6391,EUR,2012-10-25,0.77616
6392,USD,2012-10-24,1.0105
6393,INR,2012-10-24,54.399
6394,GBP,2012-10-24,0.63114
6395,EUR,2012-10-24,0.78082
6396,USD,2012-10-23,1.0034
6397,INR,2012-10-23,53.947
6398,GBP,2012-10-23,0.62777
6399,EUR,2012-10-23,0.77155
6400,USD,2012-10-22,1.0059
6401,INR,2012-10-22,53.788
6402,GBP,2012-10-22,0.62717
6403,EUR,2012-10-22,0.77
6404,USD,2012-10-19,1.0116
6405,INR,2012-10-19,54.466
6406,GBP,2012-10-19,0.63077
6407,EUR,2012-10-19,0.7761
6408,USD,2012-10-19,1.0116
6409,INR,2012-10-19,54.466
6410,GBP,2012-10-19,0.63077
6411,EUR,2012-10-19,0.7761
6412,USD,2012-10-19,1.0116
6413,INR,2012-10-19,54.466
6414,GBP,2012-10-19,0.63077
6415,EUR,2012-10-19,0.7761
6416,USD,2012-10-18,1.0214
6417,INR,2012-10-18,54.541
6418,GBP,2012-10-18,0.63217
6419,EUR,2012-10-18,0.77863
6420,USD,2012-10-17,1.0159
6421,INR,2012-10-17,53.704
6422,GBP,2012-10-17,0.62834
6423,EUR,2012-10-17,0.77429
6424,USD,2012-10-16,1.0137
6425,INR,2012-10-16,53.578
6426,GBP,2012-10-16,0.62914
6427,EUR,2012-10-16,0.777
6428,USD,2012-10-15,1.0228
6429,INR,2012-10-15,54.223
6430,GBP,2012-10-15,0.63669
6431,EUR,2012-10-15,0.78852
6432,USD,2012-10-12,1.023
6433,INR,2012-10-12,54.035
6434,GBP,2012-10-12,0.63614
6435,EUR,2012-10-12,0.78877
6436,USD,2012-10-12,1.023
6437,INR,2012-10-12,54.035
6438,GBP,2012-10-12,0.63614
6439,EUR,2012-10-12,0.78877
6440,USD,2012-10-12,1.023
6441,INR,2012-10-12,54.035
6442,GBP,2012-10-12,0.63614
6443,EUR,2012-10-12,0.78877
6444,USD,2012-10-11,1.0216
6445,INR,2012-10-11,53.792
6446,GBP,2012-10-11,0.63681
6447,EUR,2012-10-11,0.79083
6448,USD,2012-10-10,1.0234
6449,INR,2012-10-10,54.244
6450,GBP,2012-10-10,0.63915
6451,EUR,2012-10-10,0.79403
6452,USD,2012-10-09,1.0254
6453,INR,2012-10-09,54.052
6454,GBP,2012-10-09,0.63957
6455,EUR,2012-10-09,0.79164
6456,USD,2012-10-08,1.0217
6457,INR,2012-10-08,53.76
6458,GBP,2012-10-08,0.63739
6459,EUR,2012-10-08,0.78846
6460,USD,2012-10-05,1.0198
6461,INR,2012-10-05,52.88
6462,GBP,2012-10-05,0.63
6463,EUR,2012-10-05,0.78431
6464,USD,2012-10-05,1.0198
6465,INR,2012-10-05,52.88
6466,GBP,2012-10-05,0.63
6467,EUR,2012-10-05,0.78431
6468,USD,2012-10-05,1.0198
6469,INR,2012-10-05,52.88
6470,GBP,2012-10-05,0.63
6471,EUR,2012-10-05,0.78431
6472,USD,2012-10-04,1.0131
6473,INR,2012-10-04,52.415
6474,GBP,2012-10-04,0.62892
6475,EUR,2012-10-04,0.78229
6476,USD,2012-10-03,1.0139
6477,INR,2012-10-03,52.992
6478,GBP,2012-10-03,0.62925
6479,EUR,2012-10-03,0.78573
6480,USD,2012-10-02,1.0187
6481,INR,2012-10-02,53.374
6482,GBP,2012-10-02,0.63074
6483,EUR,2012-10-02,0.78784
6484,USD,2012-10-01,1.0166
6485,INR,2012-10-01,53.278
6486,GBP,2012-10-01,0.63022
6487,EUR,2012-10-01,0.78945
6488,USD,2012-09-28,1.0194
6489,INR,2012-09-28,53.885
6490,GBP,2012-09-28,0.62918
6491,EUR,2012-09-28,0.78839
6492,USD,2012-09-28,1.0194
6493,INR,2012-09-28,53.885
6494,GBP,2012-09-28,0.62918
6495,EUR,2012-09-28,0.78839
6496,USD,2012-09-28,1.0194
6497,INR,2012-09-28,53.885
6498,GBP,2012-09-28,0.62918
6499,EUR,2012-09-28,0.78839
6500,USD,2012-09-27,1.0171
6501,INR,2012-09-27,53.981
6502,GBP,2012-09-27,0.62719
6503,EUR,2012-09-27,0.79001
6504,USD,2012-09-26,1.0168
6505,INR,2012-09-26,54.413
6506,GBP,2012-09-26,0.62923
6507,EUR,2012-09-26,0.79158
6508,USD,2012-09-25,1.0201
6509,INR,2012-09-25,54.387
6510,GBP,2012-09-25,0.6283
6511,EUR,2012-09-25,0.78883
6512,USD,2012-09-24,1.0196
6513,INR,2012-09-24,54.522
6514,GBP,2012-09-24,0.62899
6515,EUR,2012-09-24,0.78939
6516,USD,2012-09-21,1.0264
6517,INR,2012-09-21,54.876
6518,GBP,2012-09-21,0.63118
6519,EUR,2012-09-21,0.79026
6520,USD,2012-09-21,1.0264
6521,INR,2012-09-21,54.876
6522,GBP,2012-09-21,0.63118
6523,EUR,2012-09-21,0.79026
6524,USD,2012-09-21,1.0264
6525,INR,2012-09-21,54.876
6526,GBP,2012-09-21,0.63118
6527,EUR,2012-09-21,0.79026
6528,USD,2012-09-20,1.0218
6529,INR,2012-09-20,55.519
6530,GBP,2012-09-20,0.63115
6531,EUR,2012-09-20,0.78877
6532,USD,2012-09-19,1.026
6533,INR,2012-09-19,55.401
6534,GBP,2012-09-19,0.63344
6535,EUR,2012-09-19,0.78914
6536,USD,2012-09-18,1.0253
6537,INR,2012-09-18,55.391
6538,GBP,2012-09-18,0.63109
6539,EUR,2012-09-18,0.78542
6540,USD,2012-09-17,1.0277
6541,INR,2012-09-17,55.553
6542,GBP,2012-09-17,0.63375
6543,EUR,2012-09-17,0.78536
6544,USD,2012-09-14,1.037
6545,INR,2012-09-14,56.315
6546,GBP,2012-09-14,0.63941
6547,EUR,2012-09-14,0.79189
6548,USD,2012-09-14,1.037
6549,INR,2012-09-14,56.315
6550,GBP,2012-09-14,0.63941
6551,EUR,2012-09-14,0.79189
6552,USD,2012-09-14,1.037
6553,INR,2012-09-14,56.315
6554,GBP,2012-09-14,0.63941
6555,EUR,2012-09-14,0.79189
6556,USD,2012-09-13,1.0247
6557,INR,2012-09-13,56.796
6558,GBP,2012-09-13,0.63612
6559,EUR,2012-09-13,0.79371
6560,USD,2012-09-12,1.0263
6561,INR,2012-09-12,56.679
6562,GBP,2012-09-12,0.63799
6563,EUR,2012-09-12,0.7958
6564,USD,2012-09-11,1.0288
6565,INR,2012-09-11,56.918
6566,GBP,2012-09-11,0.64189
6567,EUR,2012-09-11,0.80457
6568,USD,2012-09-10,1.0232
6569,INR,2012-09-10,56.733
6570,GBP,2012-09-10,0.64048
6571,EUR,2012-09-10,0.8009
6572,USD,2012-09-07,1.0188
6573,INR,2012-09-07,56.322
6574,GBP,2012-09-07,0.63879
6575,EUR,2012-09-07,0.8018
6576,USD,2012-09-07,1.0188
6577,INR,2012-09-07,56.322
6578,GBP,2012-09-07,0.63879
6579,EUR,2012-09-07,0.8018
6580,USD,2012-09-07,1.0188
6581,INR,2012-09-07,56.322
6582,GBP,2012-09-07,0.63879
6583,EUR,2012-09-07,0.8018
6584,USD,2012-09-06,1.0135
6585,INR,2012-09-06,56.415
6586,GBP,2012-09-06,0.63641
6587,EUR,2012-09-06,0.80192
6588,USD,2012-09-05,1.0126
6589,INR,2012-09-05,56.593
6590,GBP,2012-09-05,0.63625
6591,EUR,2012-09-05,0.80502
6592,USD,2012-09-04,1.0153
6593,INR,2012-09-04,56.51
6594,GBP,2012-09-04,0.63931
6595,EUR,2012-09-04,0.8071
6596,USD,2012-09-03,1.0135
6597,INR,2012-09-03,56.287
6598,GBP,2012-09-03,0.63806
6599,EUR,2012-09-03,0.80645
6600,USD,2012-08-31,1.0099
6601,INR,2012-08-31,56.079
6602,GBP,2012-08-31,0.63686
6603,EUR,2012-08-31,0.80083
6604,USD,2012-08-31,1.0099
6605,INR,2012-08-31,56.079
6606,GBP,2012-08-31,0.63686
6607,EUR,2012-08-31,0.80083
6608,USD,2012-08-31,1.0099
6609,INR,2012-08-31,56.079
6610,GBP,2012-08-31,0.63686
6611,EUR,2012-08-31,0.80083
6612,USD,2012-08-30,1.0088
6613,INR,2012-08-30,56.126
6614,GBP,2012-08-30,0.63624
6615,EUR,2012-08-30,0.80425
6616,USD,2012-08-29,1.0115
6617,INR,2012-08-29,56.272
6618,GBP,2012-08-29,0.63845
6619,EUR,2012-08-29,0.80632
6620,USD,2012-08-28,1.0128
6621,INR,2012-08-28,56.39
6622,GBP,2012-08-28,0.64146
6623,EUR,2012-08-28,0.80717
6624,USD,2012-08-27,1.0102
6625,INR,2012-08-27,56.253
6626,GBP,2012-08-27,0.63891
6627,EUR,2012-08-27,0.80626
6628,USD,2012-08-24,1.0067
6629,INR,2012-08-24,55.856
6630,GBP,2012-08-24,0.63554
6631,EUR,2012-08-24,0.80489
6632,USD,2012-08-24,1.0067
6633,INR,2012-08-24,55.856
6634,GBP,2012-08-24,0.63554
6635,EUR,2012-08-24,0.80489
6636,USD,2012-08-24,1.0067
6637,INR,2012-08-24,55.856
6638,GBP,2012-08-24,0.63554
6639,EUR,2012-08-24,0.80489
6640,USD,2012-08-23,1.0092
6641,INR,2012-08-23,55.761
6642,GBP,2012-08-23,0.63603
6643,EUR,2012-08-23,0.80399
6644,USD,2012-08-22,1.0075
6645,INR,2012-08-22,55.909
6646,GBP,2012-08-22,0.63768
6647,EUR,2012-08-22,0.80939
6648,USD,2012-08-21,1.0145
6649,INR,2012-08-21,56.2
6650,GBP,2012-08-21,0.64355
6651,EUR,2012-08-21,0.81633
6652,USD,2012-08-20,1.0109
6653,INR,2012-08-20,56.308
6654,GBP,2012-08-20,0.64391
6655,EUR,2012-08-20,0.8219
6656,USD,2012-08-17,1.0116
6657,INR,2012-08-17,56.364
6658,GBP,2012-08-17,0.64383
6659,EUR,2012-08-17,0.82001
6660,USD,2012-08-17,1.0116
6661,INR,2012-08-17,56.364
6662,GBP,2012-08-17,0.64383
6663,EUR,2012-08-17,0.82001
6664,USD,2012-08-17,1.0116
6665,INR,2012-08-17,56.364
6666,GBP,2012-08-17,0.64383
6667,EUR,2012-08-17,0.82001
6668,USD,2012-08-16,1.0115
6669,INR,2012-08-16,56.418
6670,GBP,2012-08-16,0.64416
6671,EUR,2012-08-16,0.82379
6672,USD,2012-08-15,1.0083
6673,INR,2012-08-15,56.148
6674,GBP,2012-08-15,0.64279
6675,EUR,2012-08-15,0.82136
6676,USD,2012-08-14,1.0082
6677,INR,2012-08-14,56.119
6678,GBP,2012-08-14,0.64158
6679,EUR,2012-08-14,0.81626
6680,USD,2012-08-13,1.0085
6681,INR,2012-08-13,55.814
6682,GBP,2012-08-13,0.64254
6683,EUR,2012-08-13,0.81733
6684,USD,2012-08-10,1.0057
6685,INR,2012-08-10,55.602
6686,GBP,2012-08-10,0.64477
6687,EUR,2012-08-10,0.82021
6688,USD,2012-08-10,1.0057
6689,INR,2012-08-10,55.602
6690,GBP,2012-08-10,0.64477
6691,EUR,2012-08-10,0.82021
6692,USD,2012-08-10,1.0057
6693,INR,2012-08-10,55.602
6694,GBP,2012-08-10,0.64477
6695,EUR,2012-08-10,0.82021
6696,USD,2012-08-09,1.0058
6697,INR,2012-08-09,55.616
6698,GBP,2012-08-09,0.64358
6699,EUR,2012-08-09,0.81766
6700,USD,2012-08-08,1.0022
6701,INR,2012-08-08,55.537
6702,GBP,2012-08-08,0.64083
6703,EUR,2012-08-08,0.81241
6704,USD,2012-08-07,1.0022
6705,INR,2012-08-07,55.189
6706,GBP,2012-08-07,0.63937
6707,EUR,2012-08-07,0.80587
6708,USD,2012-08-06,0.99952
6709,INR,2012-08-06,55.5
6710,GBP,2012-08-06,0.64191
6711,EUR,2012-08-06,0.80743
6712,USD,2012-08-03,0.99699
6713,INR,2012-08-03,55.587
6714,GBP,2012-08-03,0.64114
6715,EUR,2012-08-03,0.8142
6716,USD,2012-08-03,0.99699
6717,INR,2012-08-03,55.587
6718,GBP,2012-08-03,0.64114
6719,EUR,2012-08-03,0.8142
6720,USD,2012-08-03,0.99699
6721,INR,2012-08-03,55.587
6722,GBP,2012-08-03,0.64114
6723,EUR,2012-08-03,0.8142
6724,USD,2012-08-02,0.99782
6725,INR,2012-08-02,55.713
6726,GBP,2012-08-02,0.63881
6727,EUR,2012-08-02,0.80821
6728,USD,2012-08-01,0.99821
6729,INR,2012-08-01,55.375
6730,GBP,2012-08-01,0.6392
6731,EUR,2012-08-01,0.81169
6732,USD,2012-07-31,0.99773
6733,INR,2012-07-31,55.529
6734,GBP,2012-07-31,0.63674
6735,EUR,2012-07-31,0.81222
6736,USD,2012-07-30,0.99585
6737,INR,2012-07-30,55.354
6738,GBP,2012-07-30,0.63418
6739,EUR,2012-07-30,0.81321
6740,USD,2012-07-27,0.99275
6741,INR,2012-07-27,54.934
6742,GBP,2012-07-27,0.63106
6743,EUR,2012-07-27,0.806
6744,USD,2012-07-27,0.99275
6745,INR,2012-07-27,54.934
6746,GBP,2012-07-27,0.63106
6747,EUR,2012-07-27,0.806
6748,USD,2012-07-27,0.99275
6749,INR,2012-07-27,54.934
6750,GBP,2012-07-27,0.63106
6751,EUR,2012-07-27,0.806
6752,USD,2012-07-26,0.99223
6753,INR,2012-07-26,55.094
6754,GBP,2012-07-26,0.63354
6755,EUR,2012-07-26,0.80932
6756,USD,2012-07-25,0.98172
6757,INR,2012-07-25,55.133
6758,GBP,2012-07-25,0.63366
6759,EUR,2012-07-25,0.80906
6760,USD,2012-07-24,0.98229
6761,INR,2012-07-24,55.126
6762,GBP,2012-07-24,0.63257
6763,EUR,2012-07-24,0.81255
6764,USD,2012-07-23,0.98303
6765,INR,2012-07-23,55.024
6766,GBP,2012-07-23,0.63326
6767,EUR,2012-07-23,0.81208
6768,USD,2012-07-20,0.99002
6769,INR,2012-07-20,54.802
6770,GBP,2012-07-20,0.63162
6771,EUR,2012-07-20,0.81149
6772,USD,2012-07-20,0.99002
6773,INR,2012-07-20,54.802
6774,GBP,2012-07-20,0.63162
6775,EUR,2012-07-20,0.81149
6776,USD,2012-07-20,0.99002
6777,INR,2012-07-20,54.802
6778,GBP,2012-07-20,0.63162
6779,EUR,2012-07-20,0.81149
6780,USD,2012-07-19,0.99289
6781,INR,2012-07-19,54.654
6782,GBP,2012-07-19,0.63273
6783,EUR,2012-07-19,0.80808
6784,USD,2012-07-18,0.98669
6785,INR,2012-07-18,54.704
6786,GBP,2012-07-18,0.63231
6787,EUR,2012-07-18,0.80652
6788,USD,2012-07-17,0.9854
6789,INR,2012-07-17,54.241
6790,GBP,2012-07-17,0.63079
6791,EUR,2012-07-17,0.80238
6792,USD,2012-07-16,0.98464
6793,INR,2012-07-16,54.476
6794,GBP,2012-07-16,0.63427
6795,EUR,2012-07-16,0.8086
6796,USD,2012-07-13,0.98338
6797,INR,2012-07-13,54.228
6798,GBP,2012-07-13,0.63554
6799,EUR,2012-07-13,0.80704
6800,USD,2012-07-13,0.98338
6801,INR,2012-07-13,54.228
6802,GBP,2012-07-13,0.63554
6803,EUR,2012-07-13,0.80704
6804,USD,2012-07-13,0.98338
6805,INR,2012-07-13,54.228
6806,GBP,2012-07-13,0.63554
6807,EUR,2012-07-13,0.80704
6808,USD,2012-07-12,0.97729
6809,INR,2012-07-12,54.655
6810,GBP,2012-07-12,0.63285
6811,EUR,2012-07-12,0.8025
6812,USD,2012-07-11,0.98135
6813,INR,2012-07-11,54.591
6814,GBP,2012-07-11,0.63087
6815,EUR,2012-07-11,0.80045
6816,USD,2012-07-10,0.98201
6817,INR,2012-07-10,54.418
6818,GBP,2012-07-10,0.63317
6819,EUR,2012-07-10,0.79936
6820,USD,2012-07-09,0.97921
6821,INR,2012-07-09,54.772
6822,GBP,2012-07-09,0.63215
6823,EUR,2012-07-09,0.79656
6824,USD,2012-07-06,0.98551
6825,INR,2012-07-06,54.71
6826,GBP,2012-07-06,0.63421
6827,EUR,2012-07-06,0.79624
6828,USD,2012-07-06,0.98551
6829,INR,2012-07-06,54.71
6830,GBP,2012-07-06,0.63421
6831,EUR,2012-07-06,0.79624
6832,USD,2012-07-06,0.98551
6833,INR,2012-07-06,54.71
6834,GBP,2012-07-06,0.63421
6835,EUR,2012-07-06,0.79624
6836,USD,2012-07-05,0.98776
6837,INR,2012-07-05,54.28
6838,GBP,2012-07-05,0.63466
6839,EUR,2012-07-05,0.79491
6840,USD,2012-07-04,0.98696
6841,INR,2012-07-04,53.777
6842,GBP,2012-07-04,0.63115
6843,EUR,2012-07-04,0.78579
6844,USD,2012-07-03,0.98388
6845,INR,2012-07-03,53.496
6846,GBP,2012-07-03,0.62808
6847,EUR,2012-07-03,0.78241
6848,USD,2012-07-02,0.98321
6849,INR,2012-07-02,54.511
6850,GBP,2012-07-02,0.62781
6851,EUR,2012-07-02,0.78076
6852,USD,2012-06-29,0.97817
6853,INR,2012-06-29,54.479
6854,GBP,2012-06-29,0.62684
6855,EUR,2012-06-29,0.77694
6856,USD,2012-06-29,0.97817
6857,INR,2012-06-29,54.479
6858,GBP,2012-06-29,0.62684
6859,EUR,2012-06-29,0.77694
6860,USD,2012-06-29,0.97817
6861,INR,2012-06-29,54.479
6862,GBP,2012-06-29,0.62684
6863,EUR,2012-06-29,0.77694
6864,USD,2012-06-28,0.97289
6865,INR,2012-06-28,55.314
6866,GBP,2012-06-28,0.62586
6867,EUR,2012-06-28,0.78345
6868,USD,2012-06-27,0.97515
6869,INR,2012-06-27,55.715
6870,GBP,2012-06-27,0.62512
6871,EUR,2012-06-27,0.78149
6872,USD,2012-06-26,0.97279
6873,INR,2012-06-26,55.463
6874,GBP,2012-06-26,0.62352
6875,EUR,2012-06-26,0.77979
6876,USD,2012-06-25,0.971
6877,INR,2012-06-25,55.361
6878,GBP,2012-06-25,0.62425
6879,EUR,2012-06-25,0.77754
6880,USD,2012-06-22,0.97254
6881,INR,2012-06-22,55.583
6882,GBP,2012-06-22,0.62375
6883,EUR,2012-06-22,0.77561
6884,USD,2012-06-22,0.97254
6885,INR,2012-06-22,55.583
6886,GBP,2012-06-22,0.62375
6887,EUR,2012-06-22,0.77561
6888,USD,2012-06-22,0.97254
6889,INR,2012-06-22,55.583
6890,GBP,2012-06-22,0.62375
6891,EUR,2012-06-22,0.77561
6892,USD,2012-06-21,0.98164
6893,INR,2012-06-21,55.271
6894,GBP,2012-06-21,0.6252
6895,EUR,2012-06-21,0.77477
6896,USD,2012-06-20,0.98336
6897,INR,2012-06-20,55.22
6898,GBP,2012-06-20,0.62389
6899,EUR,2012-06-20,0.77405
6900,USD,2012-06-19,0.97905
6901,INR,2012-06-19,54.781
6902,GBP,2012-06-19,0.62472
6903,EUR,2012-06-19,0.77586
6904,USD,2012-06-18,0.97481
6905,INR,2012-06-18,54.584
6906,GBP,2012-06-18,0.62268
6907,EUR,2012-06-18,0.77256
6908,USD,2012-06-15,0.97636
6909,INR,2012-06-15,54.103
6910,GBP,2012-06-15,0.62933
6911,EUR,2012-06-15,0.77513
6912,USD,2012-06-15,0.97636
6913,INR,2012-06-15,54.103
6914,GBP,2012-06-15,0.62933
6915,EUR,2012-06-15,0.77513
6916,USD,2012-06-15,0.97636
6917,INR,2012-06-15,54.103
6918,GBP,2012-06-15,0.62933
6919,EUR,2012-06-15,0.77513
6920,USD,2012-06-14,0.97408
6921,INR,2012-06-14,54.368
6922,GBP,2012-06-14,0.62802
6923,EUR,2012-06-14,0.7761
6924,USD,2012-06-13,0.97465
6925,INR,2012-06-13,54.191
6926,GBP,2012-06-13,0.62698
6927,EUR,2012-06-13,0.7776
6928,USD,2012-06-12,0.97199
6929,INR,2012-06-12,54.242
6930,GBP,2012-06-12,0.62547
6931,EUR,2012-06-12,0.77809
6932,USD,2012-06-11,0.97581
6933,INR,2012-06-11,54.397
6934,GBP,2012-06-11,0.62832
6935,EUR,2012-06-11,0.77791
6936,USD,2012-06-08,0.96696
6937,INR,2012-06-08,53.633
6938,GBP,2012-06-08,0.62661
6939,EUR,2012-06-08,0.77555
6940,USD,2012-06-08,0.96696
6941,INR,2012-06-08,53.633
6942,GBP,2012-06-08,0.62661
6943,EUR,2012-06-08,0.77555
6944,USD,2012-06-08,0.96696
6945,INR,2012-06-08,53.633
6946,GBP,2012-06-08,0.62661
6947,EUR,2012-06-08,0.77555
6948,USD,2012-06-07,0.97696
6949,INR,2012-06-07,53.679
6950,GBP,2012-06-07,0.62721
6951,EUR,2012-06-07,0.77567
6952,USD,2012-06-06,0.96715
6953,INR,2012-06-06,53.546
6954,GBP,2012-06-06,0.6246
6955,EUR,2012-06-06,0.77465
6956,USD,2012-06-05,0.96125
6957,INR,2012-06-05,53.489
6958,GBP,2012-06-05,0.62649
6959,EUR,2012-06-05,0.7734
6960,USD,2012-06-04,0.96239
6961,INR,2012-06-04,53.572
6962,GBP,2012-06-04,0.62559
6963,EUR,2012-06-04,0.77381
6964,USD,2012-06-01,0.96311
6965,INR,2012-06-01,53.556
6966,GBP,2012-06-01,0.6292
6967,EUR,2012-06-01,0.78162
6968,USD,2012-06-01,0.96311
6969,INR,2012-06-01,53.556
6970,GBP,2012-06-01,0.6292
6971,EUR,2012-06-01,0.78162
6972,USD,2012-06-01,0.96311
6973,INR,2012-06-01,53.556
6974,GBP,2012-06-01,0.6292
6975,EUR,2012-06-01,0.78162
6976,USD,2012-05-31,0.97195
6977,INR,2012-05-31,54.536
6978,GBP,2012-05-31,0.62683
6979,EUR,2012-05-31,0.78364
6980,USD,2012-05-30,0.97293
6981,INR,2012-05-30,54.711
6982,GBP,2012-05-30,0.62402
6983,EUR,2012-05-30,0.78223
6984,USD,2012-05-29,0.97569
6985,INR,2012-05-29,54.322
6986,GBP,2012-05-29,0.62283
6987,EUR,2012-05-29,0.77912
6988,USD,2012-05-28,0.9763
6989,INR,2012-05-28,53.877
6990,GBP,2012-05-28,0.62163
6991,EUR,2012-05-28,0.77694
